OE_Metabolite	BioAge_Metabolite
C8-pos_507	C8-pos_cmp.QI5885
C8-pos_775	C8-pos_cmp.QI5886
C8-pos_1014	C8-pos_cmp.QI5891
C8-pos_961	C8-pos_cmp.QI5891
C8-pos_871	C8-pos_cmp.QI5899
C8-pos_1256	C50:4_TAG
C8-pos_656	C8-pos_cmp.QI5907
C8-pos_1021	C8-pos_cmp.QI5908
C8-pos_1345	C50:3_TAG
C8-pos_442	C8-pos_cmp.QI5927
C8-pos_831	C8-pos_cmp.QI5930
C8-pos_1041	C8-pos_cmp.QI5932
C8-pos_1480	C50:2_TAG
C8-pos_557	C8-pos_cmp.QI5942
C8-pos_1567	C50:1_TAG
C8-pos_642	C8-pos_cmp.QI5965
C8-pos_706	C8-pos_cmp.QI5968
C8-pos_1260	C8-pos_cmp.QI5974
C8-pos_1682	C50:0_TAG
C8-pos_742	C8-pos_cmp.QI5990
C8-pos_787	C8-pos_cmp.QI5991
C8-pos_1315	C8-pos_cmp.QI5994
C8-pos_1619	C8-pos_cmp.QI6004
C8-pos_898	C8-pos_cmp.QI6015
C8-pos_1551	C8-pos_cmp.QI6017
C8-pos_1427	C51:3_TAG_+NH4
C8-pos_1836	C8-pos_cmp.QI6020
C8-pos_1776	C8-pos_cmp.QI6020
C8-pos_1258	C8-pos_cmp.QI6031
C8-pos_1707	C8-pos_cmp.QI6033
C8-pos_617	C8-pos_cmp.QI6039
C8-pos_1534	C51:2_TAG_+NH4
C8-pos_955	C8-pos_cmp.QI6054
C8-pos_1188	C8-pos_cmp.QI6055
C8-pos_1314	C8-pos_cmp.QI6059
C8-pos_1890	C8-pos_cmp.QI6061
C8-pos_1642	C51:1_TAG_+NH4
C8-pos_1254	C8-pos_cmp.QI6086
C8-pos_1428	C51:3_TAG
C8-pos_1679	C8-pos_cmp.QI6088
C8-pos_1719	C51:0_TAG_+NH4
C8-pos_1346	C8-pos_cmp.QI6116
C8-pos_1535	C51:2_TAG
C8-pos_1748	C8-pos_cmp.QI6118
C8-pos_1472	C8-pos_cmp.QI6129
C8-pos_996	C8-pos_cmp.QI6131
C8-pos_1142	C8-pos_cmp.QI6133
C8-pos_1478	C8-pos_cmp.QI6134
C8-pos_1141	C8-pos_cmp.QI6135
C8-pos_1648	C51:1_TAG
C8-pos_1788	C8-pos_cmp.QI6078
C8-pos_1770	C8-pos_cmp.QI6138
C8-pos_1869	C8-pos_cmp.QI6138
C8-pos_439	C8-pos_cmp.QI6144
C8-pos_1189	C52:7_TAG
C8-pos_1572	C8-pos_cmp.QI6160
C8-pos_1720	C51:0_TAG
C8-pos_534	C8-pos_cmp.QI6168
C8-pos_1022	C8-pos_cmp.QI6172
C8-pos_452	C8-pos_cmp.QI6180
C8-pos_1252	C52:6_TAG
C8-pos_1684	C8-pos_cmp.QI6183
C8-pos_582	C8-pos_cmp.QI6195
C8-pos_1005	C8-pos_cmp.QI6197
C8-pos_925	C8-pos_cmp.QI6202
C8-pos_1290	C52:5_TAG
C8-pos_743	C8-pos_cmp.QI6208
C8-pos_1065	C8-pos_cmp.QI6210
C8-pos_1042	C8-pos_cmp.QI6210
C8-pos_985	C8-pos_cmp.QI6218
C8-pos_1387	C52:4_TAG
C8-pos_884	C8-pos_cmp.QI6224
C8-pos_1067	C8-pos_cmp.QI6225
C8-pos_1504	C52:3_TAG
C8-pos_612	C8-pos_cmp.QI6234
C8-pos_1624	C52:2_TAG
C8-pos_801	C8-pos_cmp.QI6256
C8-pos_1337	C8-pos_cmp.QI6257
C8-pos_1307	C8-pos_cmp.QI6261
C8-pos_1704	C52:1_TAG
C8-pos_678	C8-pos_cmp.QI6274
C8-pos_730	C8-pos_cmp.QI6275
C8-pos_798	C8-pos_cmp.QI6276
C8-pos_1495	C8-pos_cmp.QI6281
C8-pos_1354	C8-pos_cmp.QI6285
C8-pos_1237	C8-pos_cmp.QI6059
C8-pos_1764	C52:0_TAG
C8-pos_1662	C8-pos_cmp.QI6297
C8-pos_620	C8-pos_cmp.QI6301
C8-pos_1610	C8-pos_cmp.QI6308
C8-pos_1481	C8-pos_cmp.QI6313
C8-pos_1196	C8-pos_cmp.QI6321
C8-pos_1313	C8-pos_cmp.QI6322
C8-pos_1352	C54:8_TAG_+NH4
C8-pos_694	C8-pos_cmp.QI6328
C8-pos_1721	C8-pos_cmp.QI6330
C8-pos_1272	C8-pos_cmp.QI6333
C8-pos_1901	C8-pos_cmp.QI6337
C8-pos_1574	C53:3_TAG_+NH4
C8-pos_977	C8-pos_cmp.QI6343
C8-pos_1215	C8-pos_cmp.QI6344
C8-pos_1356	C8-pos_cmp.QI6347
C8-pos_1506	C8-pos_cmp.QI6348
C8-pos_488	C8-pos_cmp.QI6351
C8-pos_1402	C54:9_TAG_+NH4
C8-pos_1677	C53:2_TAG_+NH4
C8-pos_1034	C8-pos_cmp.QI6367
C8-pos_1294	C8-pos_cmp.QI6368
C8-pos_1487	C8-pos_cmp.QI6371
C8-pos_1521	C51:1_TAG
C8-pos_1741	C8-pos_cmp.QI6383
C8-pos_1384	C8-pos_cmp.QI6391
C8-pos_1129	C8-pos_cmp.QI6392
C8-pos_1575	C53:3_TAG
C8-pos_1638	C53:3_TAG
C8-pos_1222	C8-pos_cmp.QI6441
C8-pos_1110	C8-pos_cmp.QI6441
C8-pos_1163	C54:9_TAG
C8-pos_1513	C8-pos_cmp.QI6407
C8-pos_1161	C8-pos_cmp.QI6409
C8-pos_1676	C53:2_TAG
C8-pos_482	C8-pos_cmp.QI6414
C8-pos_541	C8-pos_cmp.QI6414
C8-pos_1325	C54:6_TAG
C8-pos_1214	C54:8_TAG
C8-pos_1628	C8-pos_cmp.QI6427
C8-pos_1742	C8-pos_cmp.QI6429
C8-pos_608	C8-pos_cmp.QI6434
C8-pos_1291	C54:7_TAG
C8-pos_1697	C8-pos_cmp.QI6441
C8-pos_776	C8-pos_cmp.QI6444
C8-pos_1073	C8-pos_cmp.QI6446
C8-pos_938	C8-pos_cmp.QI6456
C8-pos_1326	C54:6_TAG
C8-pos_1365	C54:6_TAG
C8-pos_1766	C8-pos_cmp.QI6458
C8-pos_829	C8-pos_cmp.QI6480
C8-pos_1000	C8-pos_cmp.QI6470
C8-pos_1433	C54:5_TAG
C8-pos_1489	C54:5_TAG
C8-pos_629	C8-pos_cmp.QI6479
C8-pos_926	C8-pos_cmp.QI6481
C8-pos_1463	C54:2_TAG_+NH4
C8-pos_1053	C8-pos_cmp.QI6491
C8-pos_1539	C54:4_TAG
C8-pos_709	C8-pos_cmp.QI6328
C8-pos_1176	C8-pos_cmp.QI6552
C8-pos_1658	C54:3_TAG
C8-pos_1357	C8-pos_cmp.QI6531
C8-pos_1809	C8-pos_cmp.QI6533
C8-pos_632	C8-pos_cmp.QI6535
C8-pos_1727	C54:2_TAG
C8-pos_1437	C8-pos_cmp.QI6545
C8-pos_1268	C8-pos_cmp.QI6550
C8-pos_1675	C8-pos_cmp.QI6551
C8-pos_1773	C54:1_TAG
C8-pos_1548	C8-pos_cmp.QI6557
C8-pos_1213	C8-pos_cmp.QI6563
C8-pos_1362	C8-pos_cmp.QI6564
C8-pos_1743	C8-pos_cmp.QI6565
C8-pos_1388	C8-pos_cmp.QI6566
C8-pos_1810	C8-pos_cmp.QI6567
C8-pos_1321	C8-pos_cmp.QI6577
C8-pos_1636	C8-pos_cmp.QI6579
C8-pos_1298	C8-pos_cmp.QI6587
C8-pos_1443	C8-pos_cmp.QI6590
C8-pos_1505	C8-pos_cmp.QI6591
C8-pos_518	C8-pos_cmp.QI6596
C8-pos_1700	C55:3_TAG_+NH4
C8-pos_1318	C8-pos_cmp.QI6607
C8-pos_1366	C8-pos_cmp.QI6607
C8-pos_1550	C8-pos_cmp.QI6612
C8-pos_1616	C8-pos_cmp.QI6614
C8-pos_648	C8-pos_cmp.QI6618
C8-pos_1755	C55:2_TAG_+NH4
C8-pos_1436	C8-pos_cmp.QI6624
C8-pos_1488	C8-pos_cmp.QI6624
C8-pos_1673	C8-pos_cmp.QI6627
C8-pos_1191	C56:10_TAG
C8-pos_1540	C8-pos_cmp.QI6636
C8-pos_1177	C8-pos_cmp.QI6764
C8-pos_1705	C55:3_TAG
C8-pos_1245	C56:9_TAG
C8-pos_1659	C8-pos_cmp.QI6648
C8-pos_1758	C55:2_TAG
C8-pos_707	C8-pos_cmp.QI6653
C8-pos_785	C8-pos_cmp.QI6653
C8-pos_1327	C56:8_TAG
C8-pos_1729	C8-pos_cmp.QI6659
C8-pos_1799	C8-pos_cmp.QI6661
C8-pos_794	C8-pos_cmp.QI6664
C8-pos_845	C8-pos_cmp.QI6665
C8-pos_1434	C56:7_TAG
C8-pos_1775	C8-pos_cmp.QI6669
C8-pos_907	C8-pos_cmp.QI6676
C8-pos_1529	C56:6_TAG
C8-pos_519	C8-pos_cmp.QI6555
C8-pos_1641	C8-pos_cmp.QI6694
C8-pos_1717	C8-pos_cmp.QI6701
C8-pos_1824	C8-pos_cmp.QI6565
C8-pos_1666	C8-pos_cmp.QI6579
C8-pos_1687	C56:4_TAG
C8-pos_1418	C8-pos_cmp.QI6716
C8-pos_1744	C56:3_TAG
C8-pos_1516	C8-pos_cmp.QI6734
C8-pos_1783	C56:2_TAG
C8-pos_1563	C8-pos_cmp.QI6759
C8-pos_1248	C8-pos_cmp.QI6760
C8-pos_1815	C56:1_TAG
C8-pos_538	C8-pos_cmp.QI6770
C8-pos_1323	C8-pos_cmp.QI6783
C8-pos_595	C8-pos_cmp.QI6790
C8-pos_1376	C8-pos_cmp.QI6797
C8-pos_1438	C8-pos_cmp.QI6797
C8-pos_1627	C8-pos_cmp.QI6799
C8-pos_749	C8-pos_cmp.QI6803
C8-pos_1169	C8-pos_cmp.QI6807
C8-pos_1531	C8-pos_cmp.QI6809
C8-pos_1708	C8-pos_cmp.QI6810
C8-pos_1230	C58:11_TAG
C8-pos_1507	C8-pos_cmp.QI6821
C8-pos_1306	C58:10_TAG
C8-pos_1629	C8-pos_cmp.QI6834
C8-pos_1372	C58:9_TAG
C8-pos_1701	C8-pos_cmp.QI6841
C8-pos_1804	C8-pos_cmp.QI6843
C8-pos_1429	C8-pos_cmp.QI6849
C8-pos_1499	C58:8_TAG
C8-pos_1785	C8-pos_cmp.QI6850
C8-pos_1650	C58:6_TAG_+NH4
C8-pos_1712	C8-pos_cmp.QI6855
C8-pos_1793	C8-pos_cmp.QI6862
C8-pos_1893	C8-pos_cmp.QI6862
C8-pos_1812	C8-pos_cmp.QI6862
C8-pos_1820	C8-pos_cmp.QI6862
C8-pos_1649	C58:6_TAG
C8-pos_1796	C8-pos_cmp.QI6875
C8-pos_1716	C8-pos_cmp.QI6882
C8-pos_1825	C8-pos_cmp.QI6889
C8-pos_1760	C8-pos_cmp.QI6895
C8-pos_1883	C8-pos_cmp.QI6897
C8-pos_1206	C8-pos_cmp.QI6897
C8-pos_1235	C8-pos_cmp.QI6900
C8-pos_1795	C8-pos_cmp.QI6904
C8-pos_1312	C8-pos_cmp.QI6912
C8-pos_1811	C8-pos_cmp.QI7017
C8-pos_1823	C8-pos_cmp.QI6914
C8-pos_613	C8-pos_cmp.QI6917
C8-pos_1367	C8-pos_cmp.QI6924
C8-pos_1916	C8-pos_cmp.QI6926
C8-pos_1103	C8-pos_cmp.QI7029
C8-pos_1134	C8-pos_cmp.QI7029
C8-pos_1261	C8-pos_cmp.QI7029
C8-pos_1111	C8-pos_cmp.QI7029
C8-pos_1149	C8-pos_cmp.QI7029
C8-pos_1217	C8-pos_cmp.QI7029
C8-pos_1358	C8-pos_cmp.QI6940
C8-pos_1204	C8-pos_cmp.QI6944
C8-pos_1413	C8-pos_cmp.QI6953
C8-pos_1484	C8-pos_cmp.QI6953
C8-pos_1281	C60:12_TAG
C8-pos_1816	C8-pos_cmp.QI6959
C8-pos_1686	C8-pos_cmp.QI6959
C8-pos_1909	C8-pos_cmp.QI6959
C8-pos_1845	C8-pos_cmp.QI6959
C8-pos_1526	C8-pos_cmp.QI6959
C8-pos_1361	C8-pos_cmp.QI6963
C8-pos_1660	C8-pos_cmp.QI6964
C8-pos_1309	C8-pos_cmp.QI6850
C8-pos_1351	C8-pos_cmp.QI6850
C8-pos_1446	C8-pos_cmp.QI6977
C8-pos_1749	C8-pos_cmp.QI6979
C8-pos_1678	C8-pos_cmp.QI7019
C8-pos_1805	C8-pos_cmp.QI7042
C8-pos_1839	C8-pos_cmp.QI7051
C8-pos_1922	C8-pos_cmp.QI7063
C8-pos_1831	C8-pos_cmp.QI7076
C8-pos_1236	C8-pos_cmp.QI7080
C8-pos_1317	C8-pos_cmp.QI7086
C8-pos_1908	C8-pos_cmp.QI7088
C8-pos_1259	C8-pos_cmp.QI7089
C8-pos_1348	C8-pos_cmp.QI6987
C8-pos_1790	C8-pos_cmp.QI7099
C8-pos_1848	C8-pos_cmp.QI7099
C8-pos_1756	C8-pos_cmp.QI7102
C8-pos_1763	C8-pos_cmp.QI7101
C8-pos_1464	C8-pos_cmp.QI7145
C8-pos_1891	C8-pos_cmp.QI7171
C8-pos_1724	C8-pos_cmp.QI7172
C8-pos_1709	C8-pos_cmp.QI7172
C8-pos_1892	C8-pos_cmp.QI7179
C8-pos_1595	C8-pos_cmp.QI7187
C8-pos_1860	C8-pos_cmp.QI7223
C8-pos_1800	C8-pos_cmp.QI7223
C8-pos_1789	C8-pos_cmp.QI7224
LTB4	C18-neg_QI3506
C18-neg_2960	C18-neg_QI1473
C18-neg_4327	C18-neg_QI1474
C18-neg_4609	C18-neg_QI1474
C18-neg_4657	C18-neg_QI1474
C18-neg_4201	C18-neg_QI1474
C18-neg_4843	C18-neg_QI1474
C18-neg_4426	C18-neg_QI1474
C18-neg_2661	C18-neg_QI1474
C18-neg_8360	C18-neg_QI1474
C18-neg_2048	C18-neg_QI1474
C18-neg_3373	C18-neg_QI1475
C18-neg_8088	C18-neg_QI1476
C18-neg_7778	C18-neg_QI1476
C18-neg_2762	C18-neg_QI1554
C18-neg_2984	C18-neg_QI1560
C18-neg_2501	C18-neg_QI1571
C18-neg_275	C18-neg_QI1574
C18-neg_4387	C18-neg_QI1579
C18-neg_134	C18-neg_QI1637
C18-neg_1901	C18-neg_QI1645
C18-neg_14774	C18-neg_QI1645
C18-neg_15040	C18-neg_QI1645
C18-neg_14936	C18-neg_QI1645
C18-neg_2521	C18-neg_QI1653
C18-neg_1621	C18-neg_QI1653
C18-neg_3095	C18-neg_QI1660
C18-neg_159	C18-neg_QI1669
C18-neg_3463	C18-neg_QI1670
C18-neg_3758	C18-neg_QI1670
C18-neg_8510	C18-neg_QI1672
C18-neg_7287	C18-neg_QI1672
C18-neg_8713	C18-neg_QI1672
C18-neg_10538	C18-neg_QI1675
C18-neg_1503	C18-neg_QI1678
C18-neg_2876	C18-neg_QI1678
C18-neg_2287	C18-neg_QI1680
C18-neg_3255	C18-neg_QI1680
C18-neg_2433	C18-neg_QI1683
C18-neg_10001	C18-neg_QI1692
C18-neg_10928	C18-neg_QI1692
C18-neg_9526	C18-neg_QI1692
C18-neg_8742	C18-neg_QI1692
C18-neg_17509	C18-neg_QI1696
C18-neg_17443	C18-neg_QI1696
C18-neg_17471	C18-neg_QI1696
C18-neg_17481	C18-neg_QI1696
C18-neg_17454	C18-neg_QI1700
C18-neg_17133	C18-neg_QI1694
C18-neg_17356	C18-neg_QI1700
C18-neg_17143	C18-neg_QI1700
C18-neg_17190	C18-neg_QI1700
C18-neg_17223	C18-neg_QI1700
C18-neg_16544	C18-neg_QI1696
C18-neg_16949	C18-neg_QI1694
C18-neg_1994	C18-neg_QI1693
C18-neg_2050	C18-neg_QI1701
C18-neg_2944	C18-neg_QI1702
C18-neg_3076	C18-neg_QI1702
C18-neg_2288	C18-neg_QI1703
C18-neg_5273	C18-neg_QI1705
C18-neg_6710	C18-neg_QI1745
C18-neg_4891	C18-neg_QI1745
C18-neg_1896	C18-neg_QI1745
C18-neg_5426	C18-neg_QI1745
C18-neg_6661	C18-neg_QI1745
C18-neg_7389	C18-neg_QI1745
C18-neg_6337	C18-neg_QI1745
C18-neg_5710	C18-neg_QI1745
C18-neg_6624	C18-neg_QI1745
C18-neg_5169	C18-neg_QI1745
C18-neg_5843	C18-neg_QI1715
C18-neg_5099	C18-neg_QI1745
C18-neg_6490	C18-neg_QI1745
C18-neg_5647	C18-neg_QI1745
C18-neg_5881	C18-neg_QI1745
C18-neg_6750	C18-neg_QI1745
C18-neg_4799	C18-neg_QI1745
C18-neg_6226	C18-neg_QI1715
C18-neg_4956	C18-neg_QI1745
C18-neg_5771	C18-neg_QI1745
C18-neg_5540	C18-neg_QI1745
C18-neg_5572	C18-neg_QI1715
C18-neg_6385	C18-neg_QI1715
C18-neg_6560	C18-neg_QI1745
C18-neg_6263	C18-neg_QI1745
C18-neg_6311	C18-neg_QI1745
C18-neg_976	C18-neg_QI1719
C18-neg_4802	C18-neg_QI1765
C18-neg_8642	C18-neg_QI1780
C18-neg_4728	C18-neg_QI1824
C18-neg_4130	C18-neg_QI1824
C18-neg_3983	C18-neg_QI1825
C18-neg_10849	C18-neg_QI1831
C18-neg_3577	C18-neg_QI1850
C18-neg_4305	C18-neg_QI1850
C18-neg_7323	C18-neg_QI1852
C18-neg_4369	C18-neg_QI1852
C18-neg_4694	C18-neg_QI1852
C18-neg_4878	C18-neg_QI1852
C18-neg_7609	C18-neg_QI1852
C18-neg_3067	C18-neg_QI1861
C18-neg_3472	C18-neg_QI1864
C18-neg_5263	Dodecanedioic_acid
C18-neg_5568	Dodecanedioic_acid
C18-neg_2660	C18-neg_QI1993
C18-neg_3256	C18-neg_QI1997
C18-neg_11217	C18-neg_QI2006
C18-neg_1222	C18-neg_QI2009
C18-neg_12321	C18-neg_QI2014
C18-neg_12671	C18-neg_QI2014
C18-neg_12244	C18-neg_QI2014
C18-neg_12412	C18-neg_QI2014
C18-neg_11736	C18-neg_QI2014
C18-neg_6707	C18-neg_QI2019
C18-neg_6599	C18-neg_QI2019
C18-neg_6979	C18-neg_QI2019
C18-neg_6495	C18-neg_QI2018
C18-neg_5983	C18-neg_QI2019
C18-neg_6567	C18-neg_QI2018
C18-neg_7018	C18-neg_QI2018
C18-neg_6357	C18-neg_QI2019
C18-neg_5837	C18-neg_QI2018
C18-neg_6267	C18-neg_QI2019
C18-neg_6392	C18-neg_QI2019
C18-neg_4936	C18-neg_QI2019
C18-neg_5519	C18-neg_QI2019
C18-neg_6371	C18-neg_QI2019
C18-neg_6082	C18-neg_QI2019
C18-neg_6342	C18-neg_QI2019
C18-neg_7031	C18-neg_QI2019
C18-neg_4903	C18-neg_QI2019
C18-neg_5625	C18-neg_QI2018
C18-neg_615	C18-neg_QI2019
C18-neg_5419	C18-neg_QI2019
C18-neg_951	C18-neg_QI2018
C18-neg_3465	C18-neg_QI2020
C18-neg_3629	C18-neg_QI2020
C18-neg_4759	C18-neg_QI2036
C18-neg_8799	C18-neg_QI2038
C18-neg_6397	C18-neg_QI2053
C18-neg_1723	C18-neg_QI2057
C18-neg_5965	C18-neg_QI2057
C18-neg_5300	C18-neg_QI2060
C18-neg_12050	C18-neg_QI2070
C18-neg_166	C18-neg_QI2070
C18-neg_3355	C18-neg_QI2079
C18-neg_5279	C18-neg_QI2079
C18-neg_4390	C18-neg_QI2083
C18-neg_4957	C18-neg_QI2080
C18-neg_5310	C18-neg_QI2083
C18-neg_11136	C18-neg_QI2084
C18-neg_10348	C18-neg_QI2084
C18-neg_13139	C18-neg_QI2084
C18-neg_9650	C18-neg_QI2084
C18-neg_5316	C18-neg_QI2087
C18-neg_838	C18-neg_QI2091
C18-neg_5676	C18-neg_QI2109
C18-neg_5947	C18-neg_QI2108
C18-neg_6228	C18-neg_QI2109
C18-neg_8468	C18-neg_QI2112
C18-neg_8333	C18-neg_QI2112
C18-neg_11152	C18-neg_QI2123
C18-neg_8078	C18-neg_QI2112
C18-neg_11615	C18-neg_QI2112
C18-neg_11240	C18-neg_QI2112
C18-neg_11805	C18-neg_QI2112
C18-neg_9320	C18-neg_QI2117
C18-neg_8913	C18-neg_QI2115
C18-neg_3909	C18-neg_QI2132
C18-neg_5268	C18-neg_QI2133
C18-neg_4711	C18-neg_QI2139
C18-neg_8079	C18-neg_QI2137
C18-neg_11543	C18-neg_QI2139
C18-neg_6379	C18-neg_QI2144
C18-neg_6941	C18-neg_QI2144
C18-neg_7274	C18-neg_QI2145
C18-neg_12346	C18-neg_QI2148
C18-neg_11056	C18-neg_QI2148
C18-neg_12203	C18-neg_QI2148
C18-neg_9493	C18-neg_QI2148
C18-neg_12923	C18-neg_QI2148
C18-neg_1103	C18-neg_QI2151
C18-neg_1205	C18-neg_QI2155
C18-neg_4131	C18-neg_QI2172
C18-neg_7532	C18-neg_QI2172
C18-neg_4567	C18-neg_QI2176
C18-neg_16201	C18-neg_QI2180
C18-neg_14758	C18-neg_QI2180
C18-neg_15737	C18-neg_QI2180
C18-neg_15542	C18-neg_QI2180
C18-neg_4706	C18-neg_QI2185
C18-neg_4874	C18-neg_QI2185
C18-neg_4299	C18-neg_QI2185
C18-neg_8370	C18-neg_QI2184
C18-neg_10163	C18-neg_QI2187
C18-neg_13345	C18-neg_QI2190
C18-neg_6408	C18-neg_QI2193
C18-neg_5569	C18-neg_QI2194
C18-neg_5312	C18-neg_QI2195
C18-neg_4984	C18-neg_QI2194
C18-neg_5444	C18-neg_QI2193
C18-neg_5809	C18-neg_QI2193
C18-neg_11044	C18-neg_QI2199
C18-neg_4481	C18-neg_QI2201
C18-neg_6083	C18-neg_QI2200
C18-neg_4876	C18-neg_QI2201
C18-neg_4163	C18-neg_QI2202
C18-neg_6965	C18-neg_QI2202
C18-neg_7163	C18-neg_QI2202
C18-neg_5734	C18-neg_QI2205
C18-neg_6450	C18-neg_QI2205
C18-neg_7982	C18-neg_QI2204
C18-neg_6259	C18-neg_QI2205
C18-neg_9426	C18-neg_QI2204
C18-neg_9165	C18-neg_QI2204
C18-neg_7934	C18-neg_QI2211
C18-neg_2847	C18-neg_QI2268
C18-neg_6330	C18-neg_QI2273
C18-neg_7617	C18-neg_QI2272
C18-neg_8987	C18-neg_QI2276
C18-neg_7679	C18-neg_QI2277
C18-neg_7150	C18-neg_QI2277
C18-neg_8121	C18-neg_QI2277
C18-neg_7840	C18-neg_QI2277
C18-neg_15695	Palmitic_acid
C18-neg_12248	C18-neg_QI2282
C18-neg_2312	C18-neg_QI2292
C18-neg_8043	Tetradecanedioic_acid
C18-neg_8523	Tetradecanedioic_acid
C18-neg_8240	C18-neg_QI2372
C18-neg_8807	Tetradecanedioic_acid
C18-neg_13003	C18-neg_QI2373
C18-neg_13647	C18-neg_QI2377
C18-neg_10360	C18-neg_QI2428
C18-neg_10445	C18-neg_QI2428
C18-neg_10621	C18-neg_QI2428
C18-neg_16990	C18-neg_QI2432
C18-neg_8246	C18-neg_QI2441
C18-neg_5282	C18-neg_QI2446
C18-neg_2522	C18-neg_QI2478
C18-neg_558	C18-neg_QI2478
C18-neg_5672	C18-neg_QI2483
C18-neg_5963	C18-neg_QI2484
C18-neg_10705	C18-neg_QI2484
C18-neg_6292	C18-neg_QI2487
C18-neg_6889	C18-neg_QI2505
C18-neg_7090	C18-neg_QI2505
C18-neg_7951	C18-neg_QI2505
C18-neg_7253	C18-neg_QI2505
C18-neg_6942	C18-neg_QI2507
C18-neg_7289	C18-neg_QI2507
C18-neg_10947	C18-neg_QI2507
C18-neg_15580	C18-neg_QI2508
C18-neg_15414	C18-neg_QI2508
C18-neg_15042	C18-neg_QI2508
C18-neg_14949	C18-neg_QI2508
C18-neg_5074	C18-neg_QI2517
C18-neg_8637	C18-neg_QI2517
C18-neg_13080	C18-neg_QI2518
C18-neg_10658	C18-neg_QI2518
C18-neg_10720	C18-neg_QI2518
C18-neg_7933	C18-neg_QI2518
C18-neg_8258	C18-neg_QI2518
C18-neg_7719	C18-neg_QI2518
C18-neg_14300	C18-neg_QI2519
C18-neg_12142	C18-neg_QI2519
C18-neg_2078	C18-neg_QI2524
C18-neg_3929	C18-neg_QI2524
C18-neg_4493	C18-neg_QI2524
C18-neg_4526	C18-neg_QI2524
C18-neg_11809	C18-neg_QI2526
C18-neg_693	C18-neg_QI2526
C18-neg_7779	C18-neg_QI2527
C18-neg_2997	C18-neg_QI2528
C18-neg_13032	C18-neg_QI2532
C18-neg_13555	C18-neg_QI2533
C18-neg_10800	C18-neg_QI2532
C18-neg_12892	C18-neg_QI2532
C18-neg_10636	C18-neg_QI2532
C18-neg_14688	C18-neg_QI2532
C18-neg_13702	C18-neg_QI2539
C18-neg_14802	C18-neg_QI2532
C18-neg_13355	C18-neg_QI2532
C18-neg_7824	C18-neg_QI2544
C18-neg_9447	C18-neg_QI2551
C18-neg_9153	C18-neg_QI2551
C18-neg_8802	C18-neg_QI2551
C18-neg_9679	C18-neg_QI2551
C18-neg_9848	C18-neg_QI2551
C18-neg_10121	C18-neg_QI2551
C18-neg_11759	C18-neg_QI2554
C18-neg_12894	C18-neg_QI2554
C18-neg_12226	C18-neg_QI2552
C18-neg_11375	C18-neg_QI2559
C18-neg_11922	C18-neg_QI2559
C18-neg_13864	C18-neg_QI2554
C18-neg_12425	C18-neg_QI2554
C18-neg_14236	C18-neg_QI2557
C18-neg_10937	C18-neg_QI2556
C18-neg_5811	C18-neg_QI2573
C18-neg_11838	C18-neg_QI2577
C18-neg_12097	C18-neg_QI2577
C18-neg_14014	C18-neg_QI2587
C18-neg_13849	C18-neg_QI2587
C18-neg_11990	C18-neg_QI2587
C18-neg_8512	C18-neg_QI2619
C18-neg_8714	C18-neg_QI2619
C18-neg_5991	C18-neg_QI2619
C18-neg_11445	C18-neg_QI2620
C18-neg_12259	C18-neg_QI2646
C18-neg_12354	C18-neg_QI2646
C18-neg_16390	C18-neg_QI2646
C18-neg_10453	C18-neg_QI2646
C18-neg_11075	C18-neg_QI2646
C18-neg_12042	C18-neg_QI2646
C18-neg_9314	C18-neg_QI2644
C18-neg_8911	C18-neg_QI2646
C18-neg_9753	C18-neg_QI2646
C18-neg_8178	C18-neg_QI2646
C18-neg_9275	C18-neg_QI2648
C18-neg_4698	C18-neg_QI2648
C18-neg_9497	C18-neg_QI2653
C18-neg_10131	C18-neg_QI2652
C18-neg_9878	C18-neg_QI2653
C18-neg_10031	C18-neg_QI2653
C18-neg_11235	C18-neg_QI2652
C18-neg_15170	C18-neg_QI2655
C18-neg_12768	C18-neg_QI2666
C18-neg_12116	Hexadecanedioic_acid
C18-neg_10382	Hexadecanedioic_acid
C18-neg_11206	Hexadecanedioic_acid
C18-neg_10049	Hexadecanedioic_acid
C18-neg_10887	Hexadecanedioic_acid
C18-neg_10624	Hexadecanedioic_acid
C18-neg_7940	C18-neg_QI2687
C18-neg_6043	C18-neg_QI2735
C18-neg_4863	C18-neg_QI2735
C18-neg_5545	C18-neg_QI2735
C18-neg_5062	C18-neg_QI2735
C18-neg_5135	C18-neg_QI2735
C18-neg_5640	C18-neg_QI2735
C18-neg_5882	C18-neg_QI2735
C18-neg_5493	C18-neg_QI2735
C18-neg_5468	C18-neg_QI2735
C18-neg_5831	C18-neg_QI2735
C18-neg_4930	C18-neg_QI2735
C18-neg_5748	C18-neg_QI2735
C18-neg_5703	C18-neg_QI2735
C18-neg_4658	C18-neg_QI2735
C18-neg_5566	C18-neg_QI2735
C18-neg_4996	C18-neg_QI2735
C18-neg_1839	C18-neg_QI2734
C18-neg_5915	C18-neg_QI2735
C18-neg_5187	C18-neg_QI2735
C18-neg_6878	C18-neg_QI2735
C18-neg_9454	C18-neg_QI2742
C18-neg_8640	C18-neg_QI2759
C18-neg_2448	C18-neg_QI2777
C18-neg_8657	C18-neg_QI2787
C18-neg_332	C18-neg_QI2787
C18-neg_9665	C18-neg_QI2794
C18-neg_9525	C18-neg_QI2794
